id_file,text,tokens,con_id,resume
ENC_U_4525884829108079015,"hacer llegar las demandas de mi sector, donde corresponde","['hacer', ' llegar', ' demandas', ' sector', ' corresponde']",27463,Protesta Social
ENC_U_4525884829108079015,contribuir con mi experiencia a informar lo que acontece,"['contribuir', ' experiencia', ' informar', ' acontece']",27464,Voluntariado
ENC_U_4525898988214452359,informarse en los temas pais,"['informarse', ' temas', ' pais']",27471,Educación y autoeducación
ENC_U_4525913721339981299,participación ciudadana,"['participacion', ' ciudadana']",27472,Participacion
ENC_U_4525913721339981299,respetar la transversalidad,"['respetar', ' transversalidad']",27476,Inclusión y Diversidad
ENC_U_4525926641915168007,participación como dirigente en distintas organizaciones,"['participacion', ' dirigente', ' distintas', ' organizaciones']",27479,Participacion
ENC_U_4525935461903252212,Respetando / Sin prejuicios / Conocer al otro mas alla.,"['respetando', ' prejuicios', ' conocer', ' mas', ' alla']",27484,Inclusión y Diversidad
ENC_U_4525935461903252212,"Escuchar, al otro, a nuestros niños y entendimiento. humildad respeto / amor a los niños","['escuchar', ' ninos', ' entendimiento', ' humildad', ' respeto', ' amor', ' ninos']",27486,Reciprocidad-Redes
ENC_U_4525986090778630414,potenciar y cuidar a los miembros de la familia.,"['potenciar', ' cuidar', ' miembros', ' familia']",27489,Sustentabilidad Ambiental
ENC_U_4525997443327039435,votar,['votar'],27492,Participacion
ENC_U_4526002642263391285,votar,['votar'],27498,Participacion
ENC_U_4526002642263391285,cuidar bienes públicos.,"['cuidar', ' bienes', ' publicos']",27501,Sustentabilidad Ambiental
ENC_U_4526004450195503611,"ser mas solidarios (impuestos, equidad sueldos)","['ser', ' mas', ' solidarios', ' impuestos', ' equidad', ' sueldos']",27502,Trabajo
ENC_U_4526004450195503611,mejorar entorno propio,"['mejorar', ' entorno', ' propio']",27506,Autocuidado y Salud
ENC_U_4526534229154563562,organización social,"['participacion', ' social']",27517,Participacion
ENC_U_4526534229154563562,respetando las leyes del país,"['respetando', ' leyes', ' pais']",27520,Inclusión y Diversidad
ENC_U_4526539569106872425,"trabajar con respeto, tolerancia, dignidad y mantenerme informado. ","['trabajar', ' respeto', ' tolerancia', ' dignidad', ' mantenerme', ' informado']",27523,Reciprocidad-Redes
ENC_U_4526546739151959368,ser trabajador en el adulto mayor.,"['respetar', ' adulto', ' mayor']",27533,Inclusión y Diversidad
ENC_U_4526548210772747602,.comenzar por casa directamente entregando valores de base a nuestros hijos.,"['comenzar', ' casa', ' directamente', ' entregando', ' valores', ' base', ' hijos']",27534,Educación y autoeducación
ENC_U_4526563599485843500,trabajando para que las cosas funcionen.,"['trabajando', ' cosas', ' funcionen']",27545,Trabajo
ENC_U_4526573294809889062,ejercer mis funciones de servidor publico como corresponde y de la mejor forma,"['ejercer', ' funciones', ' servidor', ' publico', ' corresponde', ' mejor', ' forma']",27546,Autocuidado y Salud
ENC_U_4526583574809206049,respeto por las experiencias y opiniones de los demás ,"['respeto', ' experiencias', ' opiniones', ' demas']",27551,Reciprocidad-Redes
ENC_U_4526583574809206049,administrar de mejor manera nuestros recursos ,"['administrar', ' mejor', ' manera', ' recursos']",27554,Autocuidado y Salud
ENC_U_4526597271598536994,apoyar el comercio local para mejorar la economía nacional.,"['apoyar', ' comercio', ' local', ' mejorar', ' economia', ' nacional']",27560,Autocuidado y Salud
ENC_U_4526617994524882781,"desde el lado personal y profesional. poder dar oportunidades a los emprendedores de manera integral, contribuir a la comuna que tiene falencias y o bien puestas a través de las oportunidades y capaz","['lado', ' personal', ' profesional', ' poder', ' dar', ' oportunidades', ' emprendedores', ' manera', ' integral', ' contribuir', ' comuna', ' falencias', ' bien', ' puestas', ' traves', ' oportunidades', ' capaz']",27574,Voluntariado
ENC_U_4526617994524882781,Contribuir en la paz social ,"['contribuir', ' paz', ' social']",27577,Voluntariado
ENC_U_4526625446412169841,"educación, debemos manifestar el descontento en forma pacifica. ","['educacion', ' debemos', ' manifestar', ' descontento', ' forma', ' pacifica']",27579,Educación y autoeducación
ENC_U_4526625446412169841,en el trabajo debemos crear un canal más directo con las autoridades para trabajar juntos.,"['trabajo', ' debemos', ' crear', ' canal', ' mas', ' directo', ' autoridades', ' trabajar', ' juntos']",27580,Confianza en las instituciones
ENC_U_4526631351123219484,no incitar a la violencia,"['incitar', ' violencia']",27588,Combatir Delincuencia
ENC_U_4526631351123219484,educar típicamente  los más jovenes ,"['educar', ' civilmente', ' mas', ' jovenes']",27589,Educación y autoeducación
ENC_U_4526631351123219484,cultivar mayor empatía y respeto,"['cultivar', ' mayor', ' empata', ' respeto']",27590,Reciprocidad-Redes
ENC_U_4526643316419623189,pautas de crianza con respeto,"['pautas', ' crianza', ' respeto']",27593,Reciprocidad-Redes
ENC_U_4526643316419623189,"que seamos organizados, mejor comunicación entre nosotros mismos.","['organizados', ' mejor', ' comunicacion', ' mismos']",27594,Autocuidado y Salud
ENC_U_4526649499913538991,enseñar y seguir auxiliado en las marchas,"['seguir', ' saliendo', ' auxiliar', ' marchas']",27596,Voluntariado
ENC_U_4526649499913538991,dar seguridad y comprometerse con los niños,"['dar', ' seguridad', ' comprometerse', ' ninos']",27598,Combatir Delincuencia
ENC_U_4526649499913538991,seguir saliendo como auxiliar en las marchas,"['enseñar', ' seguir', ' auxiliado', ' marchas']",27599,Voluntariado
ENC_U_4526656604969793999,trabajar en conjunto con la comunidad.,"['trabajar', ' conjunto', ' comunidad']",27600,Participacion
ENC_U_4526656604969793999,tener una mejor comunicación entre nosotros mismos.,"['tener', ' mejor', ' comunicacion', ' mismos']",27601,Autocuidado y Salud
ENC_U_4526657274802984224,siempre hablar las cosas con tranquilidad y respeto,"['siempre', ' hablar', ' cosas', ' tranquilidad', ' respeto']",27605,Reciprocidad-Redes
ENC_U_4526657274802984224,"ayudar en la crianza de hijos, nietos y bisnietos, inculcar valores en su crianza","['ayudar', ' crianza', ' hijos', ' nietos', ' bisnietos', ' inculcar', ' valores', ' crianza']",27606,Educación y autoeducación
ENC_U_4526657652119064488,apoyar a la comunidad en la cual vivo (servicio social),"['apoyar', ' comunidad', ' vivo', ' servicio', ' social']",27608,Participacion
ENC_U_4526659484807682304,seguir inculcado los valores,"['seguir', ' inculcado', ' valores']",27615,Voluntariado
ENC_U_4526665309511626265,apoyar a la comunidad.,"['apoyar', ' comunidad']",27618,Participacion
ENC_U_4526674314962228416,"educar y trabajar desde el ejemplo, compañerismo desde la maternidad y del trabajo","['educar', ' trabajar', ' ejemplo', ' compañerismo', ' maternidad', ' trabajo']",27623,Educación y autoeducación
ENC_U_4526729531716560579,ser comprometido con mi educación ,"['ser', ' comprometido', ' educacion']",27628,Educación y autoeducación
ENC_U_4526737754963628019,Fomentar en los trabajos la participación,"['fomentar', ' trabajos', ' participacion']",27630,Participacion
ENC_U_4526737754963628019,"Empate, respeto, sensibilidad y apoyo","['empata', ' respeto', ' sensibilidad', ' apoyo']",27631,Reciprocidad-Redes
ENC_U_4526745961718781106,no perturbar orden público con violencia.,"['perturbar', ' orden', ' publico', ' violencia']",27636,Combatir Delincuencia
ENC_U_4526745961718781106,no contribuir en la difusión de falsa información.,"['contribuir', ' difusion', ' falsa', ' informacion']",27637,Voluntariado
ENC_U_4526784008509679910,aportar con la educación de su familia,"['aportar', ' educacion', ' familia']",27647,Educación y autoeducación
ENC_U_4526799041713387367,no generar violencia,"['generar', ' violencia']",27648,Combatir Delincuencia
ENC_U_4526799041713387367,votar cuando corresponda,"['votar', ' corresponda']",27649,Participacion
ENC_U_4526802410114839761,- Mantener valores desde la casa - valorar el trabajo como medio de vida,"['mantener', ' valores', ' casa', ' valorar', ' trabajo', ' medio', ' vida']",27657,Sustentabilidad Ambiental
ENC_U_4526802410114839761,Falta de participación ciudadana ,"['falta', ' participacion', ' ciudadana']",27661,Participacion
ENC_U_4526804092421616613,mejorar habitos de consumo,"['mejorar', ' habitos', ' consumo']",27666,Autocuidado y Salud
ENC_U_4526818781717240718,respetar autoridades,"['respetar', ' ley']",27668,Inclusión y Diversidad
ENC_U_4526818781717240718,contribuir al orden,"['contribuir', ' orden']",27669,Voluntariado
ENC_U_4526829860192516771,ir a votar en elecciones,"['ir', ' votar', ' elecciones']",27670,Participacion
ENC_U_4526829860192516771,organizaciones tengan más participación,"['organizaciones', ' mas', ' participacion']",27671,Participacion
ENC_U_4526834781718334073,promover la educación del rubro agropecuario,"['promover', ' reforestación', ' agroecologia']",27679,Protesta Social
ENC_U_4526841837124811979,protagonistas de nuestra comunidad,"['protagonistas', ' comunidad']",27684,Participacion
ENC_U_4526966708115032247,unirse para mejorar la realidad de las viviendas,"['unirse', ' mejorar', ' realidad', ' viviendas']",27687,Autocuidado y Salud
ENC_U_4526966708115032247,contribuir la paz y el dialogo en el país,"['contribuir', ' paz', ' dialogo', ' pais']",27688,Voluntariado
ENC_U_4527023195685608572,votar,['votar'],27691,Participacion
ENC_U_4527031335689134687,transmitiendo las cultura mapuche,"['transmitiendo', ' cultura', ' mapuche']",27695,Cultura
ENC_U_4527031335689134687,preocupación del buen uso del agua,"['preocupacion', ' buen', ' uso', ' agua']",27699,Sustentabilidad Ambiental
ENC_U_4528723766817647223,como espera pagar el 4% o 5% adicional para mejorar las pensiones de los trabajadores,"['espera', ' pagar', ' adicional', ' mejorar', ' pensiones', ' trabajadores']",27700,Autocuidado y Salud
ENC_U_4528723766817647223,tener empatía con los compañeros de trabaja mejorar ayuda. ,"['tener', ' empata', ' companeros', ' trabaja', ' mejorar', ' ayuda']",27704,Autocuidado y Salud
ENC_U_4529124518504318229,contribuir alimentos sanos.,"['contribuir', ' alimentos', ' sanos']",27708,Voluntariado
ENC_U_4529136170774848259,"dar una buena enseñanza por un chile mejor, trabajo, esfuerzo ,salir adelante como pais.","['dar', ' buena', ' ensenanza', ' chile', ' mejor', ' trabajo', ' esfuerzo', ' salir', ' adelante', ' pais']",27712,Autocuidado y Salud
ENC_U_4529136170774848259,"dejar una huella enseñanza, privilegio, valores, respeto.","['dejar', ' huella', ' ensenanza', ' privilegio', ' valores', ' respeto']",27713,Reciprocidad-Redes
ENC_U_4529179279604256123,intentar agruparse con otros de la comunidad para potenciar y visualizar necesidades de pcd,"['intentar', ' agruparse', ' comunidad', ' potenciar', ' visualizar', ' necesidades', ' pcd']",27718,Participacion
ENC_U_4529179279604256123,votar en elecciones presidenciales,"['votar', ' elecciones', ' presidenciales']",27719,Participacion
ENC_U_4529182199151455985,cuidado responsable del agua. ,"['cuidado', ' responsable', ' agua']",27725,Sustentabilidad Ambiental
ENC_U_4529185439159132760,participación,['participacion'],27729,Participacion
ENC_U_4529202991715922268,atender a todos nuestro           de la mejor forma posible con ningún tipo de discriminación.,"['atender', ' mejor', ' forma', ' posible', ' ningun', ' tipo', ' discriminacion']",27741,Autocuidado y Salud
ENC_U_4529206541717156695,participando en las organizaciones sociales de mi sector y comuna,"['participando', ' organizaciones', ' sociales', ' sector', ' comuna']",27752,Protesta Social
ENC_U_4529209901719791846,"Participación  cívica  (en todos ámbitos, cabildos, diálogos y plebiscito)","['participacion', ' civica', ' ambitos', ' cabildos', ' dialogos', ' plebiscito']",27755,Participacion
ENC_U_4529221653296919816,cultura,['cultura'],27761,Cultura
ENC_U_4529221653296919816,respeto,['respeto'],27762,Reciprocidad-Redes
ENC_U_4529233003225046145,"trabajo local: cultura, turismo y fortalecimiento de tradiciones de pueblos originarios.","['trabajo', ' local', ' cultura', ' turismo', ' fortalecimiento', ' tradiciones', ' pueblos', ' originarios']",27765,Cultura
ENC_U_4529233003225046145,educación de adultos mayores en acontecimientos actuales y contemporáneas.,"['educacion', ' adultos', ' mayores', ' acontecimientos', ' actuales', ' contemporáneas']",27769,Educación y autoeducación
ENC_U_4529236551116826853,Misión nuestra de como hacer formación cívica como medio de comunicación ,"['mision', ' hacer', ' formacion', ' civica', ' medio', ' comunicacion']",27772,Sustentabilidad Ambiental
ENC_U_4529240231117686608,igualdad,['igualdad'],27776,Erradicar violencia contra la Mujer
ENC_U_4529244817484217395,mejor voluntad y pedagogía al momento de interactuar.,"['mejor', ' voluntad', ' pedagogia', ' momento', ' interactuar']",27782,Autocuidado y Salud
ENC_U_4529244817484217395,"generar mas instancias de conversación para mejorar la conversación en mas distintos circulos (familias, profesional, etc).","['generar', ' mas', ' instancias', ' conversacion', ' mejorar', ' conversacion', ' mas', ' distintos', ' circulos', ' familias', ' profesional', ' etc']",27783,Autocuidado y Salud
ENC_U_4529283653293837759,asistir a las marchas en forma pacifica y apoyar las demandas ciudadanas,"['asistir', ' marchas', ' forma', ' pacifica', ' apoyar', ' demandas', ' ciudadanas']",27788,Protesta Social
ENC_U_4529283653293837759,"dialogar mas y en forma respetuosa con la familia, integrantes de la comunidad para conocer cuales son las necesidades e inquietudes. ","['dialogar', ' mas', ' forma', ' respetuosa', ' familia', ' integrantes', ' comunidad', ' conocer', ' cuales', ' necesidades', ' inquietudes']",27792,Participacion
ENC_U_4529317779156919525,fomentar el respeto hacia el adulto mayor para que los jóvenes y niños respeten como antes se hacía. ,"['fomentar', ' respeto', ' hacia', ' adulto', ' mayor', ' jovenes', ' ninos', ' respeten', ' hacia']",27795,Reciprocidad-Redes
ENC_U_4529319939155034214,entrego valores y educación  los más jóvenes,"['entrego', ' valores', ' educacion', ' mas', ' jovenes']",27798,Educación y autoeducación
ENC_U_4529335063291543949,respeto,['respeto'],27801,Reciprocidad-Redes
ENC_U_4529367219157500514,educar a nuestros nietos,"['educar', ' nietos']",27805,Educación y autoeducación
ENC_U_4529368889155395463,inculcar el respeto en los más jóvenes,"['inculcar', ' respeto', ' mas', ' jovenes']",27807,Reciprocidad-Redes
ENC_U_4529368889155395463,participación,['participacion'],27808,Participacion
ENC_U_4529370619153261080,educar a los más jóvenes ,"['educar', ' mas', ' jovenes']",27809,Educación y autoeducación
ENC_U_4529372229156571327,educar a los mas jovenes ,"['educar', ' mas', ' jovenes']",27811,Educación y autoeducación
ENC_U_4529372229156571327,participacion ciudadana como organizacion y dirigentes ,"['participacion', ' ciudadana', ' organizacion', ' dirigentes']",27813,Participacion
ENC_U_4529373713291051522,respeto,['respeto'],27818,Reciprocidad-Redes
ENC_U_4529376393293398090,educar niños con etica y valores,"['educar', ' ninos', ' etica', ' valores']",27821,Educación y autoeducación
ENC_U_4529376393293398090,participación activa en organizaciones locales,"['participacion', ' activa', ' organizaciones', ' locales']",27824,Participacion
ENC_U_4529376393293398090,trabajar en actividades sociales ,"['trabajar', ' actividades', ' sociales']",27825,Protesta Social
ENC_U_4529383490803032567,entregar valores a nuestros hijos y familias,"['entregar', ' valores', ' hijos', ' familias']",27827,Educación y autoeducación
ENC_U_4529384524967374095,tener conciencia para votar en momento de elección,"['tener', ' conciencia', ' votar', ' momento', ' eleccion']",27832,Participacion
ENC_U_4529428170993319642,disposición para trabajar en mejorar el país.,"['disposicion', ' trabajar', ' mejorar', ' pais']",27852,Autocuidado y Salud
ENC_U_4530111173225120691,participacion en la consulta ciudadana comunal,"['participacion', ' consulta', ' ciudadana', ' comunal']",27860,Participacion
ENC_U_4530111173225120691,generacion de dialogos sociales en union comunal,"['generacion', ' dialogos', ' sociales', ' union', ' comunal']",27861,Protesta Social
ENC_U_4530113363222068297,traspasar informacion relevante a su agrupacion para generar conciencia de las problemáticas de la comunidad.,"['traspasar', ' informacion', ' relevante', ' agrupacion', ' generar', ' conciencia', ' problemáticas', ' comunidad']",27864,Participacion
ENC_U_4531679988502998542,"renunciar casos delincuencia, diario por jauría de perros.","['renunciar', ' casos', ' delincuencia', ' diario', ' jauría', ' perros']",27872,Combatir Delincuencia
ENC_U_4531740410804528938,respetar las ideas de los demas,"['respetar', ' adultos', ' mayores']",27885,Inclusión y Diversidad
ENC_U_4531740410804528938,respetar a los adultos mayores,"['respetar', ' ideas', ' demas']",27886,Inclusión y Diversidad
ENC_U_4531742600808119957,respetar las ideas de los demas (tolerancia),"['respetar', ' ideas', ' demas', ' tolerancia']",27889,Inclusión y Diversidad
ENC_U_4531742600808119957,respetar a los adultos mayores,"['respetar', ' adultos', ' mayores']",27891,Inclusión y Diversidad
ENC_U_4531746121119627060,mayor participación en las votaciones.-,"['mayor', ' participacion', ' votaciones']",27893,Participacion
ENC_U_4531747460804398829,respeto en el matrimonio,"['respeto', ' matrimonio']",27901,Reciprocidad-Redes
ENC_U_4531761719819805197,Cumplir nuestros deberes,"['cumplir', ' deberes']",27903,Voluntariado
ENC_U_4531761719819805197,Honestidad y transparencia,"['honestidad', ' transparencia']",27906,Confianza en las instituciones
ENC_U_4531761719819805197,Ser consecuente tener autocuidado y autocultura con uno mismo,"['ser', ' consecuente', ' tener', ' autocuidado', ' autocultura', ' mismo']",27907,Autocuidado y Salud
ENC_U_4531774774129480229,seguir protestando pacíficamente hasta lograr que mejores nuestro vivir en un lugar digno y justo,"['seguir', ' protestando', ' pacíficamente', ' lograr', ' mejores', ' vivir', ' lugar', ' digno', ' justo']",27908,Voluntariado
ENC_U_4531796084125700390,más seguridad que cada uno cumpla sus roles que tienen,"['mas', ' seguridad', ' cada', ' cumpla', ' roles']",27912,Combatir Delincuencia
ENC_U_4531816174127203718,"empata, respeto, conciencia","['empata', ' respeto', ' conciencia']",27914,Reciprocidad-Redes
ENC_U_4531816174127203718,ser mas solidario con el otro mejor coordinacion servicios publicos,"['ser', ' mas', ' solidario', ' mejor', ' coordinacion', ' servicios', ' publicos']",27918,Autocuidado y Salud
ENC_U_4531937908807959212,Respeto,['respeto'],27926,Reciprocidad-Redes
ENC_U_4531962658507838117,el aporte de dirigentes sociales,"['aporte', ' dirigentes', ' sociales']",27930,Protesta Social
ENC_U_4531962658507838117,exigir transparencia en los cargos publicos ,"['exigir', ' transparencia', ' cargos', ' publicos']",27931,Confianza en las instituciones
ENC_U_4532025614127983451,obligatoriedad de votar. ,"['obligatoriedad', ' votar']",27934,Participacion
ENC_U_4532025614127983451,promover el dialogo. ,"['promover', ' dialogo']",27936,Protesta Social
ENC_U_4532062460501485188,entregar información fehaciente de mi comunidad,"['entregar', ' informacion', ' fehaciente', ' comunidad']",27943,Participacion
ENC_U_4532062460501485188,transmitir ... y a la sociedad... politicos,"['transmitir', ' sociedad', ' politicos']",27945,Confianza en las instituciones
ENC_U_4532062460501485188,contribuir a enseñar y traspasar conocimientos ... y crear los nexos con los adultos que no manejan estas herramientas,"['contribuir', ' enseñar', ' traspasar', ' conocimientos', ' crear', ' nexos', ' adultos', ' manejan', ' herramientas']",27946,Voluntariado
ENC_U_4532063930505281353,"no desperdiciar el agua del lavado de loza o  ropa, la utilizo para riego.","['desperdiciar', ' agua', ' lavado', ' loza', ' ropa', ' utilizo', ' riego']",27951,Sustentabilidad Ambiental
ENC_U_4532575440808364466,manifestar nuestras ideas a la comunidad en juntas de vecinoscirculo recibe y llevar actas ideas en el buen sentido de ,"['manifestar', ' ideas', ' comunidad', ' juntas', ' vecinoscirculo', ' recibe', ' llevar', ' actas', ' ideas', ' buen']",27960,Participacion
ENC_U_4532575440808364466,dialogando e informando a la comunidad lo que hace para engrandecer el pais.,"['dialogando', ' informando', ' comunidad', ' hace', ' engrandecer', ' pais']",27961,Participacion
ENC_U_4532578910804196798,cumplir con los deberes y obligaciones constitucionales. ,"['cumplir', ' deberes', ' obligaciones', ' constitucionales']",27965,Voluntariado
ENC_U_4532579169486237940,criar hijos con valores.,"['criar', ' hijos', ' valores']",27969,Educación y autoeducación
ENC_U_4532610388504675138,"trabajando, participando en la junta de vecinos, en la iglesia catolica, cuidando adultos mayores.","['trabajando', ' participando', ' junta', ' vecinos', ' iglesia', ' catolica', ' cuidando', ' adultos', ' mayores']",27980,Trabajo
ENC_U_4532610388504675138,"trabajando de dueña de casa, cuidando hija con discapacidad, siendo responsable civilmente","['trabajando', ' duena', ' casa', ' cuidando', ' hija', ' discapacidad', ' siendo', ' responsable', ' civilmente']",27982,Trabajo
ENC_U_4532667050612494920,organizar activites deportivas dentro del ambiente que nos desarrollamos.,"['organizar', ' activites', ' deportivas', ' dentro', ' ambiente', ' desarrollamos']",27992,Sustentabilidad Ambiental
ENC_U_4532667050612494920,jornada de educación ambiental.,"['jornada', ' educacion', ' ambiental']",27993,Educación y autoeducación
ENC_U_4532693109156798979,entrego valores y educación a los mas jovenes,"['entrego', ' valores', ' educacion', ' mas', ' jovenes']",27996,Educación y autoeducación
ENC_U_4532711744803137726,"voluntad con la comunidad, hacer bien las cosas","['voluntad', ' comunidad', ' hacer', ' bien', ' cosas']",27998,Participacion
ENC_U_4532713944808072796,ser líderes positivos en organizaciones sociales,"['ser', ' lideres', ' positivos', ' organizaciones', ' sociales']",28005,Protesta Social
ENC_U_4532713944808072796,empatía y respeto con nuestros pares,"['empata', ' respeto', ' pares']",28006,Reciprocidad-Redes
ENC_U_4532713944808072796,aportar con ideas para mejorar la gestión municipal,"['aportar', ' ideas', ' mejorar', ' gestion', ' municipal']",28007,Autocuidado y Salud
ENC_U_4532731951116106606,comparando los problemas para dar solución con respeto y tolerancia,"['comparando', ' problemas', ' dar', ' solucion', ' respeto', ' tolerancia']",28010,Reciprocidad-Redes
ENC_U_4532763698801564436,educar en relación a lo que realiza cada institución de gobierno,"['educar', ' relacion', ' realiza', ' cada', ' institucion', ' gobierno']",28014,Educación y autoeducación
ENC_U_4532802404965509056,Trabajar mejor y con más entusiasmo,"['trabajar', ' mejor', ' mas', ' entusiasmo']",28016,Autocuidado y Salud
ENC_U_4532802404965509056,Buena salud y sin preocupaciones,"['buena', ' salud', ' preocupaciones']",28017,Autocuidado y Salud
ENC_U_4532802404965509056,Trabajar mejor en prisión preventiva con un buen sueldo para ayudar a la familia,"['trabajar', ' mejor', ' prision', ' preventiva', ' buen', ' sueldo', ' ayudar', ' familia']",28019,Autocuidado y Salud
ENC_U_4532809234969223104,que la salud para los ancianos sea cambiado y tenga atención,"['salud', ' ancianos', ' cambiado', ' atencion']",28024,Autocuidado y Salud
ENC_U_4532813190995390568,hacer las cosas bien. más allá de las diversas situaciones todos deben tener acceso igualitario a la salud,"['hacer', ' cosas', ' bien', ' mas', ' alla', ' diversas', ' situaciones', ' deben', ' tener', ' acceso', ' igualitario', ' salud']",28026,Autocuidado y Salud
ENC_U_4532813190995390568,ayudar a la constante formación de jovenes y generaciones otorgar valores y cuidados propio puedo cuidar al resto.,"['ayudar', ' constante', ' formacion', ' jovenes', ' generaciones', ' otorgar', ' valores', ' cuidados', ' propio', ' puedo', ' cuidar', ' resto']",28028,Sustentabilidad Ambiental
ENC_U_4532823080119077595,cumplir con los deberes ciudadano,"['cumplir', ' deberes', ' ciudadano']",28033,Voluntariado
ENC_U_4532829830118628070,edison: trabajar y expresar para un mejor país,"['silvia', ' trabajar', ' mejor', ' pais']",28034,Autocuidado y Salud
ENC_U_4532829830118628070,pedro: trabajas y cumplir mis deberes como ciudadano,"['pedro', ' trabajas', ' cumplir', ' deberes', ' ciudadano']",28037,Voluntariado
ENC_U_4532829830118628070,silvia: trabajar para un mejor país,"['edison', ' trabajar', ' expresar', ' mejor', ' pais']",28038,Autocuidado y Salud
ENC_U_4532844812358015917,"Que el voto sea obligatorio, para que sea un deber ir a votar, pero con información","['voto', ' obligatorio', ' deber', ' ir', ' votar', ' informacion']",28041,Participacion
ENC_U_4532844812358015917,"Impartir educación civica, más en los jóvenes para que sepan el tema país. Los pro y contras, y la verdadera historia de como se conforma el cronograma pais","['impartir', ' educacion', ' civica', ' mas', ' jovenes', ' sepan', ' tema', ' pais', ' pro', ' contras', ' verdadera', ' historia', ' conforma', ' cronograma', ' pais']",28043,Educación y autoeducación
ENC_U_4532849633297278040,manifestaciones de las mejor manera,"['manifestaciones', ' mejor', ' manera']",28049,Autocuidado y Salud
ENC_U_4532849633297278040,trabajar en comunidad,"['trabajar', ' comunidad']",28051,Participacion
ENC_U_4532867112354671928,"votar en las elecciones, es un deber cívico.","['votar', ' elecciones', ' deber', ' civico']",28057,Participacion
ENC_U_4532872094806809041,participación social,"['participacion', ' social']",28066,Participacion
ENC_U_4532872094806809041,respeto,['respeto'],28067,Reciprocidad-Redes
ENC_U_4533575975428546026,no faltar el respeto a la gente,"['faltar', ' respeto', ' gente']",28073,Reciprocidad-Redes
ENC_U_4533590935421490932,participando en la comunidad,"['participando', ' comunidad']",28079,Participacion
ENC_U_4535145361804097325,Participación como ciudadanos en las convocatoria,"['participacion', ' ciudadanos', ' convocatoria']",28080,Participacion
ENC_U_4535145361804097325,Respetar los acuerdos,"['respetar', ' acuerdos']",28083,Inclusión y Diversidad
ENC_U_4535149971808170357,participación activa en proceso actual.,"['participacion', ' activa', ' proceso', ' actual']",28085,Participacion
ENC_U_4535153591803924069,participación activa en el proceso de cambio,"['participacion', ' activa', ' proceso', ' cambio']",28087,Participacion
ENC_U_4535153591803924069,cumplir deberes ciudadanos,"['cumplir', ' deberes', ' ciudadanos']",28088,Voluntariado
ENC_U_4535157091807363435,fomentar los dialogos ciudadanos en la comunidad ,"['fomentar', ' dialogos', ' ciudadanos', ' comunidad']",28093,Participacion
ENC_U_4535211801718661915,contribuir a la sanidad y trazabilidad animal ,"['contribuir', ' sanidad', ' trazabilidad', ' animal']",28108,Voluntariado
ENC_U_4535216611713354929,pagar impuestos a traves del comercio,"['pagar', ' impuestos', ' traves', ' comercio']",28110,Trabajo
ENC_U_4535216611713354929,fomentar y rescatar cultura chilota huilliche,"['fomentar', ' rescatar', ' cultura', ' chilota', ' huilliche']",28111,Cultura
ENC_U_4535218381719475905,trabajando (con salario más justo),"['trabajando', ' salario', ' mas', ' justo']",28112,Trabajo
ENC_U_4535218381719475905,rescate de la cultura del pueblo huilliche,"['rescate', ' cultura', ' pueblo', ' huilliche']",28114,Cultura
ENC_U_4535248104125003502,mayor organización y educación en nuestros territorios y jjv y organizaciones,"['mayor', ' organizacion', ' educacion', ' territorios', ' jjv', ' organizaciones']",28120,Educación y autoeducación
ENC_U_4535248104125003502,"cuidado con mi ciudad y pais en materias medioambientales, ecológicos , sociales","['cuidado', ' ciudad', ' pais', ' materias', ' medioambientales', ' ecológicos', ' sociales']",28121,Protesta Social
ENC_U_4535248104125003502,capacitaciones o autogestión para educar y educados en oficios y tematicas varias,"['capacitaciones', ' autogestión', ' educar', ' educados', ' oficios', ' tematicas', ' varias']",28122,Educación y autoeducación
ENC_U_4535248104125003502,levantar demandas en base a nuevas politicas y soluciones a querellas + denuncias. ,"['levantar', ' demandas', ' base', ' nuevas', ' politicas', ' soluciones', ' querellas', ' denuncias']",28123,Protesta Social
ENC_U_4535253644125805702,Sacar a todos los politicos sinvergüenzas ,"['sacar', ' politicos', ' sinvergüenzas']",28126,Confianza en las instituciones
ENC_U_4535253644125805702,Difundir el cambio de politicos y congresistas ,"['difundir', ' cambio', ' politicos', ' congresistas']",28127,Confianza en las instituciones
ENC_U_4535262894123366592, más participación social y reclamar una nueva forma política  solidaridad con trabajadores y de los trabajadores con su empleador,"['mas', ' participacion', ' social', ' reclamar', ' nueva', ' forma', ' politica', ' solidaridad', ' trabajadores', ' trabajadores', ' empleador']",28130,Participacion
ENC_U_4535262894123366592,  mejorar y aumentar el encadenamiento productivo en pos de un ganar- ganar,"['mejorar', ' aumentar', ' encadenamiento', ' productivo', ' pos', ' ganar', ' ganar']",28132,Autocuidado y Salud
ENC_U_4535268674809680052,"contribuyo con amor respeto, cariño","['contribuyo', ' amor', ' respeto', ' carino']",28133,Reciprocidad-Redes
ENC_U_4535268674809680052,ser honesta. respetar. ,"['ser', ' honesta', ' respetar']",28137,Inclusión y Diversidad
ENC_U_4535272174805422599,contribuir al diálogo,"['contribuir', ' dialogo']",28138,Voluntariado
ENC_U_4535272174805422599,cuidar a nuestros policias y apoyar ,"['cuidar', ' policias', ' apoyar']",28139,Sustentabilidad Ambiental
