id,date,init_time,end_time,location,address,comuna_id,n_members,group_name,valid
enc_u_4549038024528241664,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549051170129077231,2020-01-08 00:00:00,15:30:00,17:00:00,conadi,perez rosales 860 b,14101,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4549094635187704749,2020-01-14 00:00:00,11:00:00,13:00:00,casa de acogida santa ana,francisco pizarro 2052,13101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549095040326421462,2020-01-14 00:00:00,16:00:00,18:00:00,depto particular block 1414,av. las rejas sur ndeg1300,13106,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549099870327290276,2020-01-14 00:00:00,16:00:00,18:00:00,dpto particular block 1414,avda las rejas sur 1300,13106,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549110758316509356,2020-01-15 00:00:00,10:40:00,12:00:00,centro cultural,,9105,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549120140753871520,2019-12-27 00:00:00,10:00:00,13:30:00,gobierno regional de region de aysen,,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549124424918491352,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549125051339643120,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549129804919861365,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549131434917822517,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549134601331248970,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549137004911367257,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549137261339243296,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549138004915959407,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549171037184780741,2020-01-15 00:00:00,11:30:00,12:50:00,centro cultural,queilen,9101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549186580998532565,2020-01-11 00:00:00,17:20:00,18:50:00,santuario candelaria,los carrera s/n,3101,9,usuarios de oficina movil de bienes nacionales,False
enc_u_4549236694968691895,2020-01-13 00:00:00,10:25:00,13:25:00,junta de vecino,el carmen,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549241345181269919,2020-01-14 00:00:00,11:00:00,13:00:00,casa de acogida santa ana,,13101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549278764803706066,2020-01-15 00:00:00,10:00:00,11:58:00,pte. alto,"av. concha y toro #461, puente alto.",13201,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549282624807043299,2020-01-15 00:00:00,11:00:00,11:58:00,gobernacion cordillera,av. concha y toro #461,13201,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549824980718027382,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549896494416346029,2020-01-14 00:00:00,00:00:00,00:00:00,villa,las acacias 90,13106,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549899874414909452,2020-01-14 00:00:00,12:00:00,13:00:00,,las acacias 90,13106,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549918864412378102,2020-01-11 00:00:00,20:30:00,21:45:00,casa particular,"magdalena matte 8611, dept 5 102",13103,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549926030719393248,2020-01-13 00:00:00,10:30:00,12:15:00,sede de comunidad indigena de socaire,coloso s/n carretera principal- socaire,2203,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549935670713881218,2020-01-13 00:00:00,10:00:00,12:00:00,socaire,socaire sede,2203,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4549946514802763433,2020-02-07 00:00:00,19:30:00,00:00:00,parque el roble,violeta parra,13112,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4549955020715705286,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549955110716217669,2020-01-15 00:00:00,10:10:00,12:40:00,salon parroquial s.p atacama,caracoles 362 s.l atacama,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549958060715688959,2020-01-23 00:00:00,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549960320713853525,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549962600713957871,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549964420713092467,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4549970044129529849,2020-01-15 00:00:00,12:00:00,13:45:00,federacion lineal taxis colectivos region bio bio ,avda padre hurtado 320 of. 5 piso 8,8101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4549971550716792344,2020-01-15 00:00:00,10:00:00,11:30:00,salon parroquial s. p. atacama,"caraldes 362,  s.p atacama",2203,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4549979920993660453,2020-01-16 00:00:00,11:00:00,12:30:00,oficinas injuv,colipi 893,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550009280712947928,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4550031150114133699,2020-01-16 00:00:00,11:20:00,12:20:00,seremi bienes nacionales,arturo prat 535,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550161278911182321,2020-01-16 00:00:00,10:30:00,12:50:00,casa,felipe punto 897,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550164079223058282,2020-01-19 00:00:00,13:00:00,15:00:00,sargento aldea 030,sede social,13125,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550169550519513352,2020-01-09 00:00:00,12:05:00,12:55:00,sede social 21 de mayo,sede social 21 de mayo,4102,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4550762229321991353,2020-01-08 00:00:00,14:00:00,18:00:00,crs concepcion,barros arana 323,8101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4550791832819433210,2020-01-14 00:00:00,10:00:00,11:20:00,union comunal,chacabuco 846,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550803919485563287,2020-01-15 00:00:00,15:55:00,17:55:00,junta de vecinos ensenada el arrayan ,porotitos-ruta 5 km 490,4101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550826646111914733,2020-01-16 00:00:00,17:15:00,00:00:00,oficinas de agpia,vivar 1058,1101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4550971541331984085,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4551054545643993251,2020-01-13 00:00:00,15:00:00,18:00:00,iglesia evangelica,los camaradas 3603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551060345645223170,2020-01-13 00:00:00,15:00:00,18:00:00,iglesia evangelica,los tamarindos 5603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551065705642230978,2020-01-13 00:00:00,15:00:00,18:00:00,iglesia evangelica,los tamarindos 5603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551075905641775314,2020-01-19 00:00:00,16:00:00,18:00:00,iglesia evangelica,los tomandes 5603,13117,65,usuarios de oficina movil de bienes nacionales,True
enc_u_4551081325647327805,2020-01-13 00:00:00,15:00:00,18:00:00,iglesia evangelica,los tamarindos 5603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551086355649305333,2020-01-13 00:00:00,15:00:00,18:00:00,iglesia evaneglica,los tamarindos 5603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551090675645557695,2020-01-19 00:00:00,16:00:00,18:00:00,iglesia evangelica,los comandos 5603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551097175643017693,2020-01-14 00:00:00,16:00:00,18:00:00,iglesia evangelica,los tamarindos 5603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551102395641702034,2020-01-14 00:00:00,16:00:00,18:00:00,iglesia evangelica,los tamarindos 5603,13117,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4551702290152369186,2020-01-16 00:00:00,19:00:00,21:15:00,casa habitacion,villa condominio social  825,3201,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4553370199226166478,2020-01-15 00:00:00,20:30:00,22:00:00,casa,los mayas #0890 depto 305,13112,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4553421880493070756,2020-01-16 00:00:00,11:00:00,15:00:00,inst. de capacitacion aiep,huanhuali 105,4101,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4553438956117222592,2020-01-18 00:00:00,18:00:00,20:00:00,casa,"las brisas 75 chacra san pedro, melipilla",13501,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4553458710115455557,2020-01-17 00:00:00,10:00:00,11:50:00,centro de la mujer,caupolican 340,9102,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4553499648508095373,2020-01-15 00:00:00,10:00:00,12:30:00,sala adm. y fi. sag direccion regional,av ogana 1060,1,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4553519640323508865,2020-01-01 00:00:00,14:50:00,15:40:00,sede general,tocomay,1,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4553527670119627573,2020-01-18 00:00:00,16:00:00,18:30:00,"sede junta de vecinos ""el mirador""",manil ndeg150,9112,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4553536168805795401,2020-01-14 00:00:00,08:00:00,10:00:00,casa,las parcelas 10997 h a-21,13112,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4553548014129490865,2019-12-16 00:00:00,00:00:00,14:00:00,voct rc,villa santa monica sitio 33,4102,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4553575302717089578,2019-11-29 00:00:00,13:30:00,17:30:00,centro de negocios uribe,uribe 636,2101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4553621750116059778,2020-01-16 00:00:00,19:20:00,21:00:00,sede social jjw villa los poetas,"gonzalo rojas pizarro 742, labranza",9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4553623080112884168,2020-01-18 00:00:00,16:00:00,18:30:00,sede jjvv el mirador,manil ndeg 150,9112,9,usuarios de oficina movil de bienes nacionales,True
enc_u_4554255854616811046,2020-01-17 00:00:00,15:00:00,16:30:00,of. seremi del medio ambiente,"san  martin 80, piso 3",10101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4554261046113353114,2020-01-18 00:00:00,18:00:00,20:30:00,casa,libertad 1137,13501,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4554367020716977662,2020-01-20 00:00:00,15:00:00,16:30:00,sede traitraes,nueva imperial,9111,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4554442557018697922,2020-01-15 00:00:00,12:00:00,00:00:00,municipio de curico,municipio de curico,7301,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4554449648804107329,2020-01-21 00:00:00,11:00:00,13:00:00,fundacion superacion pobreza - servicio pais,republica 590,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4554452088801484625,2020-01-21 00:00:00,11:00:00,13:00:00,fundacion superacion pobreza - servicio pais.,republica 580,13101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4554461100805667727,2020-01-14 00:00:00,09:30:00,12:00:00,junji san fernando,membrillar 110,6301,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4555039518502647719,2020-01-21 00:00:00,12:30:00,13:55:00,comunidad francisco melikeden,melipeuco,9110,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555169240157057839,2020-01-18 00:00:00,18:00:00,20:00:00,vivienda particular ,calle 3 #01466 jardin de la patagonia ,12101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555178925356384588,2020-01-21 00:00:00,17:00:00,18:45:00,dependencias de oficinas de sernatur,policarpo toro s/n,5201,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555182520154769583,2020-01-16 00:00:00,15:15:00,17:40:00,casa particular y negocio,magallanes 723,12101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555281040807236366,2020-01-20 00:00:00,16:30:00,18:00:00,escuela de carabineros (esfocar),las dunas 1500,15101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4555284738806827674,2020-01-17 00:00:00,12:30:00,13:30:00,vivienda,genaro 860,13501,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555288508313671416,2019-12-26 00:00:00,09:30:00,11:00:00,,casa de la cultura allende 161,5506,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4555291878311029946,2019-12-26 00:00:00,09:30:00,11:00:00,casa de la cultura nogales,aldunate #161,5506,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4555323758506381153,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4555327288508195538,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4555331460711389690,2020-01-22 00:00:00,12:13:00,14:00:00,indap area teodoro schmidt,ohiggins 305,9117,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4555331698505715367,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4555339108804047945,2020-01-20 00:00:00,16:30:00,17:30:00,esfocar arica,las dunas sin numero,15101,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4555358948803766380,2020-01-17 00:00:00,10:30:00,13:00:00,sede social caleta camarones,caleta camarones,15102,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4555912220617954624,2020-01-22 00:00:00,12:30:00,13:50:00,enquelga,enquelga sede social,1403,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4555935836124271946,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular,california 125 depto 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555937730202873357,2020-01-23 00:00:00,15:00:00,17:00:00,ministerio de agricultura,"teatinos 40, piso 6",13101,9,usuarios de oficina movil de bienes nacionales,True
enc_u_4555940506124419678,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular,california 1235 dpto. 03.,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555946776121747158,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular ,california 1235 dpto 03 ,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555956376126713957,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular,california 1235 depto. 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555963166124811925,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular,california 1235 depto 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555967476123171573,2020-01-20 00:00:00,19:00:00,16:00:00,casa particular ,california 1235 depto 3,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555974416127359153,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular,california 1235 dpto 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555979666129024113,2020-01-20 00:00:00,14:00:00,16:00:00,casa portada ,california 1235 depto 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555983696127559245,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular ,california 1235 dito 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555988666122712986,2020-01-01 00:00:00,14:00:00,16:00:00,casa particular ,california 1235 depto 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4555990249157523220,2020-01-14 00:00:00,15:30:00,18:00:00,senama atacama ,j.v. blanco #145,3101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4555994376129004801,2020-01-20 00:00:00,14:00:00,16:00:00,casa particular.,california 1235 dpto 03,13123,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556012808485988242,2020-01-21 00:00:00,15:00:00,16:30:00,sede junta de vecinos numero 2 chungungo,arturo prat s/n,4104,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4556030788809917061,2020-01-21 00:00:00,18:30:00,19:30:00,sede social,orebro 306,13106,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4556033219224162248,2020-01-22 00:00:00,12:00:00,13:05:00,centro municipal san miguel,las palmas #11,13130,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556088946411510544,2020-01-22 00:00:00,15:00:00,17:15:00,centro cultural,independencia,9106,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556165464805956217,2020-01-24 00:00:00,18:00:00,20:05:00,la union,vap feofilio grob 62,14201,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556170021192343039,2020-01-22 00:00:00,11:00:00,13:30:00,licanray,licanray ,9120,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4556193083329217786,2019-12-06 00:00:00,19:22:00,00:00:00,pasaje nicanor parra 10260,pasaje nicanor parra 10260,2101,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4556193724808570131,2020-01-21 00:00:00,11:00:00,13:00:00,frontis municipalidad,avenida balmaceda s/n,14202,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556194881331660170,2020-01-16 00:00:00,16:00:00,16:45:00,oficina local natal,pedro monnt ndeg19,12401,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556253027018509403,2020-01-23 00:00:00,00:00:00,00:00:00,sernameg,1 sur 515 talca,7101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4556318508975243889,2020-01-16 00:00:00,09:30:00,00:00:00,of. de la mujer,baquedano ndeg698,13302,9,usuarios de oficina movil de bienes nacionales,True
enc_u_4556809934801808192,2020-01-23 00:00:00,11:00:00,12:20:00,gobernacion huasco,plaza s/n,3301,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4556851668805462518,2020-01-06 00:00:00,12:00:00,15:00:00,universidad,a. libertador bernardo o'higgins 3363,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556892257711268038,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4556901783329068613,2020-01-20 00:00:00,15:00:00,16:00:00,alto covadonga,socompa 668 block 31-b,2301,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4556938060158986258,2020-01-14 00:00:00,19:00:00,21:00:00,augusto lutz 961,augusto lutz 961,12101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556940990151131859,2020-01-19 00:00:00,15:00:00,17:00:00,pasaje rodrigo gomez 546. costanera del rio,pasaje rodrigo gomez 546. costanera del rio,12101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556983304214859263,2020-01-24 00:00:00,10:30:00,13:10:00,seremi de salud,moneda 1025,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4556983580158525876,2020-01-16 00:00:00,15:00:00,16:30:00,direccion regional ips magallanes,"pedro montt 895, 2deg piso",12101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4557001475182429510,2020-01-20 00:00:00,16:00:00,18:00:00,area mujeres,salvador allende 2029,13121,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4557007488504234980,2020-01-22 00:00:00,11:35:00,12:50:00,lago verde,cacique arauco 131,11102,4,usuarios de oficina movil de bienes nacionales,True
enc_u_4557015001617944077,2020-01-23 00:00:00,10:00:00,13:30:00,oficina provincial seremi de salud malleco,"pedro aguirre cerda #288, angol",9201,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4557016551613865809,2020-01-23 00:00:00,14:30:00,17:00:00,"oficina provincial malleco, seremi de salud","pedro aguirre cerda #288, angol",9201,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4557027849447631710,2020-01-30 00:00:00,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4557032128801051457,2020-01-23 00:00:00,19:39:00,20:20:00,ju nueva generacion,concepcion 4180,15101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4557036591194000546,2020-01-17 00:00:00,15:45:00,18:00:00,edificio s jose oficina caritas,vicunla mackenna 779,9101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4557037478915799882,2020-01-22 00:00:00,20:10:00,22:05:00,casa,dagoberto godoy n2138 m. rodriguez,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4557076999329345738,2020-01-24 00:00:00,11:40:00,13:40:00,ccp san felipe,molina 10,5701,9,usuarios de oficina movil de bienes nacionales,True
enc_u_4559372510118611423,2020-01-23 00:00:00,10:00:00,11:30:00,municipalidad padre las casas ,manquehue 1441,9112,5,usuarios de oficina movil de bienes nacionales,False
enc_u_4559400390117049068,2020-01-21 00:00:00,20:00:00,22:00:00,junta de vecinos portal nuevo horizonte,camarones #1143 sector pedro de valdivia,9101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4559400810209520429,2020-01-22 00:00:00,15:30:00,17:00:00,ministerio de agricultura,"teatinos 40, piso 5",13101,6,usuarios de oficina movil de bienes nacionales,False
enc_u_4559406759159804818,2020-01-21 00:00:00,10:40:00,12:00:00,oficina de senama,jose vicente blanco #145,3101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559412896116446320,2020-01-25 00:00:00,00:00:00,00:00:00,ministerio de la cultura y educacion ,baquedano ,1,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4559415536119472403,2020-01-25 00:00:00,15:00:00,00:00:00,s. regional consejo de la cultura,,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559417115186046991,2020-01-17 00:00:00,10:30:00,12:30:00,sala de reuniones aesgenes,comercio 20053,13203,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4559423389155084170,2020-03-01 00:00:00,16:20:00,18:00:00,sede de cam san antonio del trancito de la pampa,"la pampa, alto del carmen",3302,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4559424999152264577,2020-01-03 00:00:00,11:00:00,13:00:00,sede cam conay,"conay,  alto del carmen ",3302,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559427189156892480,2020-03-01 00:00:00,11:00:00,13:00:00,sede cam conay,"conay, alto del carmen",3302,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559440150802951872,2020-01-21 00:00:00,11:00:00,12:30:00,"salon de parroquia ""san pedro""",daniel castro ,15101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4559450513294129663,2020-01-22 00:00:00,19:00:00,22:00:00,villa sagrada familia,calle cafarnaun s/n ,6106,11,usuarios de oficina movil de bienes nacionales,True
enc_u_4559475620194243663,2020-01-17 00:00:00,19:00:00,21:00:00,salones parroquia buen pastor,poblacion la colina,10101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4559528090111723216,2020-01-23 00:00:00,10:00:00,11:30:00,municipalidad padre las casas,avenida manquehue 1441,9112,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559596040117855529,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,False
enc_u_4559598668505910388,2020-01-16 00:00:00,12:45:00,13:00:00,sede corrientes blancas,sector corrientes blancas,9106,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4559604458506287411,2020-01-16 00:00:00,11:30:00,13:00:00,comunidad vicente coille,corriente blancas ,9106,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4559610095181459645,2020-01-23 00:00:00,16:00:00,18:00:00,sernagem regional,villavicencio # 346,13101,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4559635314529786548,2020-01-24 00:00:00,15:00:00,17:30:00,centro alto rendimiento  instituto nacional deportes los rios,p.a. cerda 150,14101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4559664490118689579,2020-01-23 00:00:00,10:00:00,11:30:00,municipalidad padre las casas,av manquehue 1441,9112,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559676860805321830,2020-01-20 00:00:00,16:58:00,18:30:00,,,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559678780801593588,2020-01-20 00:00:00,16:56:00,18:12:00,"gobernacion cautin, salon auditorio ",bulnes 590. temuco,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559687310804888703,2020-01-20 00:00:00,16:56:00,18:15:00,gobernacion cautri salon auditoria,bulnes sb temuco,9101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559724895185920526,2020-01-22 00:00:00,12:30:00,14:45:00,villavicencio 346 sernameg rm,villavicencio 346,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4559730585183137852,2020-01-22 00:00:00,16:00:00,17:20:00,sernameg rm,villavicencio 346,13101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560236050526110646,2020-01-27 00:00:00,18:30:00,20:45:00,ramirez #105,ramirez #105,9113,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4560271209226742203,2020-01-22 00:00:00,17:00:00,19:20:00,casa,san lucas 4884,13118,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560273520118010153,2020-01-27 00:00:00,20:00:00,21:00:00,casa particular,camino tromen 01 labranza,9101,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4560276560808216735,2020-01-19 00:00:00,11:00:00,12:10:00,alcalde german dominguez,depto 1020,13108,10,usuarios de oficina movil de bienes nacionales,True
enc_u_4560278590712162611,2020-01-27 00:00:00,10:50:00,12:00:00,sede social s/n,sede social ollague s/n,2202,6,usuarios de oficina movil de bienes nacionales,True
enc_u_4560282939222972117,2020-01-07 00:00:00,19:00:00,21:00:00,casa,vichuquen 1457,13104,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4560284249229562561,2020-01-25 00:00:00,11:00:00,13:00:00,sede nocedal,nocedal 7359,13113,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560284251126612730,,00:00:00,00:00:00,,,1,0,usuarios de oficina movil de bienes nacionales,False
enc_u_4560285699221677311,2020-01-25 00:00:00,11:00:00,13:00:00,sede nocedal,nocedal 7359,13113,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560291089225128482,2020-01-10 00:00:00,19:00:00,21:00:00,mi casa,pedro fontova 5579,13104,0,usuarios de oficina movil de bienes nacionales,True
enc_u_4560308930713822065,2020-01-22 00:00:00,10:45:00,11:50:00,sede comunitaria rio grande,"pje. maximo silva s/n, rio grande",2203,8,usuarios de oficina movil de bienes nacionales,True
enc_u_4560316990715786390,2020-01-22 00:00:00,10:30:00,11:30:00,rio grande,pje maximo,2101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4560333980714669910,2020-01-22 00:00:00,10:00:00,11:05:00,sede comunitaria rio grande,pasaje maximo salva s/n rio grande,2203,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4560359459705220455,2020-01-27 00:00:00,11:00:00,12:30:00,sala reuniones direccion regional,freire 1220,8101,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560387476411443284,2020-01-23 00:00:00,15:00:00,17:00:00,plaza de armas ,s/n,9106,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560392039488562540,2020-01-23 00:00:00,10:20:00,13:00:00,dga aysen,riquelme 465,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560393828481199929,2020-01-23 00:00:00,10:20:00,13:00:00,dga aysen,riquelme 465,1,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560460859019922003,2020-01-28 00:00:00,10:30:00,12:50:00,sermi de salud araucania,"aldunate #512, edificio chocay",9101,7,usuarios de oficina movil de bienes nacionales,True
enc_u_4560473534806392232,2020-01-27 00:00:00,20:45:00,22:00:00,centro medico,avda calera de tango p1 ,13403,5,usuarios de oficina movil de bienes nacionales,True
enc_u_4560473860157813126,2020-01-23 00:00:00,19:30:00,20:40:00,casa particular,alonso de ercilla 3789,2201,7,usuarios de oficina movil de bienes nacionales,True
